regis_id_year1,PROJ_THAI_NAME,PROJ_ABBR_NAME,COMP_THAI_NAME,PROJ_RETAIL_TYPE,POLICY_THAI_DESC,SPEC_GR_DESC,policyspec_desc,current_rmf_pvd_type,management_style_th,fund_compare,MUTUAL_INV_TYPE,INVEST_COUNTRY_FLAG,REDEMP_PERIOD,proj_term_th,SUPERVISOR_NAME,APPR_DATE,REGIS_DATE,nav_rmf_pvd,nav,invsest_own_fund_value
MF0275/2564,กองทุนเปิดไทยพาณิชย์ Genomic Revolution,SCBGENOME,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์; กองทุนรวมหมวดอุตสาหกรรม; กองทุนรวมเพื่อการออม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,Health Care,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),25/05/2564,20/08/2564,-,41.21,-
MF0276/2564,กองทุนเปิดไทยพาณิชย์ Autonomous Technology and Robotics,SCBAUTO,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมหน่วยลงทุน (Fund of Funds); กองทุนรวมเพื่อการออม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),25/05/2564,20/08/2564,-,75.16,-
MF0277/2564,กองทุนเปิดไทยพาณิชย์ Fintech Innovation,SCBFINTECH,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมหน่วยลงทุน (Fund of Funds); กองทุนรวมเพื่อการออม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),25/05/2564,20/08/2564,-,66.3,-
MF0278/2564,กองทุนเปิดไทยพาณิชย์ Next Generation Internet,SCBNEXT,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการออม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),25/05/2564,20/08/2564,-,57.82,-
MF0279/2564,กองทุนเปิดไทยพาณิชย์ Innovation,SCBINNO,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการออม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),25/05/2564,20/08/2564,-,86.89,-
MF0280/2564,กองทุนเปิดเคแทม โกลบอล เนกซ์ เทรนด์ ทริกเกอร์ ฟันด์,KTGNEXT,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน; กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs; ไม่กำหนดสัดส่วนการลงทุนในสินค้าโภคภัณฑ์; กำหนดสัดส่วนการลงทุนในน้ำมันดิบ; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; กำหนดสัดส่วนการลงทุนในทองคำ),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุน trigger,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),16/07/2564,24/08/2564,-,398.59,-
MF0282/2564,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศ 6M61 - ห้ามขายผู้ลงทุนรายย่อย (AI),KFFAI6M61,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),11/8/2564,24/08/2564,-,893.81,-
MF0283/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 6MK9 ห้ามขายผู้ลงทุนรายย่อย,SCBASF6MK9,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร กสิกรไทย จำกัด (มหาชน),13/08/2564,24/08/2564,-,966.85,-
MF0284/2564,กองทุนเปิดเอ็มเอฟซี สเตเบิ้ล อินคัม 10 ห้ามขายผู้ลงทุนรายย่อย,MSI10AI,บริษัทหลักทรัพย์จัดการกองทุน เอ็มเอฟซี จำกัด (มหาชน),กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),,,กองทุนที่ลงทุนแบบไม่มีความเสี่ยงต่างประเทศ,มากกว่า 6 เดือนแต่ไม่เกิน 1 ปี,2  ปี  ,ธนาคาร ทหารไทยธนชาต จำกัด (มหาชน),242651,25/08/2564,-,517.64,-
MF0285/2564,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ เอ็นแฮนซท์104 ห้ามขายผู้ลงทุนรายย่อย,KTFFE104,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนรวมที่เสนอขายผู้ลงทุนที่มิใช่รายย่อยและผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร ฮ่องกงและเซี่ยงไฮ้แบงกิ้งคอร์ปอเรชั่น จำกัด,242774,25/08/2564,-,4012.88,-
MF0286/2564,กองทุนเปิดบัวหลวงยูเอสอัลฟ่า,B-USALPHA,บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,US Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ทหารไทยธนชาต จำกัด (มหาชน),242621,26/08/2564,-,2184.47,-
MF0287/2564,กองทุนเปิดกรุงศรี Equity Sustainable Global Growth,KFESG,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ซิตี้แบงก์ เอ็น. เอ.,242774,26/08/2564,-,2073.45,-
MF0288/2564,กองทุนเปิดไทยพาณิชย์ หุ้นยูเอส เอ็นดีคิว,SCBNDQ,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการออม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,US Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),242835,27/08/2564,-,342.65,-
MF0289/2564,กองทุนเปิดเคแทม ธีมเมติก ทริกเกอร์ ฟันด์7,KT-TMT7,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนเพื่อผู้ลงทุนทั่วไป,ผสม (กำหนดสัดส่วนการลงทุนในกองทุนรวมโครงสร้างพื้นฐาน; กำหนดสัดส่วนการลงทุนในหน่วยลงทุนของกองทุนรวมอสังหาริมทรัพย์/REITs; ไม่กำหนดสัดส่วนการลงทุนในสินค้าโภคภัณฑ์; กำหนดสัดส่วนการลงทุนในน้ำมันดิบ; กำหนดสัดส่วนการลงทุนในทองคำ; ไม่กำหนดสัดส่วนการลงทุนในตราสารหนี้; ไม่กำหนดสัดส่วนการลงทุนในตราสารทุน),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมหน่วยลงทุน (Fund of Funds),กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุน trigger,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),30/06/2564,31/08/2564,-,43.98,-
MF0290/2564,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศ 6M62 - ห้ามขายผู้ลงทุนรายย่อย (AI),KFFAI6M62,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),18/08/2564,31/08/2564,-,247.45,-
MF0291/2564,กองทุนเปิดไทยพาณิชย์ China Technology เพื่อการเลี้ยงชีพ,SCBRMCTECH,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ; กองทุนรวมหมวดอุตสาหกรรม,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,"Greater China Equity
",,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),242835,31/08/2564,-,243.62,-
MF0292/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 6ML1 ห้ามขายผู้ลงทุนรายย่อย,SCBASF6ML1,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร กสิกรไทย จำกัด (มหาชน),20/08/2564,31/08/2564,-,481.55,-
MF0293/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YA7 ห้ามขายผู้ลงทุนรายย่อย,SCBASF1YA7,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,1  ปี  ,ธนาคาร กสิกรไทย จำกัด (มหาชน),13/08/2564,31/08/2564,-,201.03,-
MF0294/2564,กองทุนเปิดไทยพาณิชย์ Machine Learning China All Share เพื่อการเลี้ยงชีพ,SCBRMMLCA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน; กองทุนรวมฟีดเดอร์; กองทุนรวมเพื่อการเลี้ยงชีพ,กองทุนรวมที่มีนโยบายเปิดให้มีการลงทุนในกองทุนรวมอื่นภายใต้ บลจ. เดียวกัน,,อื่น ๆ,"Greater China Equity
",,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),18/08/2564,242531,-,34.14,27.16
MF0295/2564,กองทุนเปิดเค ตราสารหนี้ต่างประเทศ6MBE ห้ามขายผู้ลงทุนรายย่อย,KFF6MBE-BR,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร กรุงเทพ จำกัด (มหาชน),20/08/2564,242531,-,1716.18,-
MF0296/2564,กองทุนเปิดกรุงศรีโกลบอลโกรท,KFGG,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,Global Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,ไม่กำหนดอายุโครงการ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),18/08/2564,242562,-,2649.94,-
MF0297/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 6ML2 ห้ามขายผู้ลงทุนรายย่อย,SCBASF6ML2,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร กสิกรไทย จำกัด (มหาชน),27/08/2564,242713,-,803.15,-
MF0298/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YA8 ห้ามขายผู้ลงทุนรายย่อย,SCBASF1YA8,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,1  ปี  ,ธนาคาร กสิกรไทย จำกัด (มหาชน),27/08/2564,242713,-,194.26,-
MF0299/2564,กองทุนเปิดเค ตราสารหนี้ต่างประเทศ6MBF ห้ามขายผู้ลงทุนรายย่อย,KFF6MBF-BR,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร ไทยพาณิชย์ จำกัด (มหาชน),27/08/2564,242744,-,1690.67,-
MF0300/2564,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ เอ็นแฮนซท์105 ห้ามขายผู้ลงทุนรายย่อย,KTFFE105,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนรวมที่เสนอขายผู้ลงทุนที่มิใช่รายย่อยและผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร ฮ่องกงและเซี่ยงไฮ้แบงกิ้งคอร์ปอเรชั่น จำกัด,19/08/2564,242744,-,2208.61,-
MF0301/2564,กองทุนเปิดกรุงศรีตราสารหนี้ต่างประเทศ 6M63 - ห้ามขายผู้ลงทุนรายย่อย (AI),KFFAI6M63,บริษัทหลักทรัพย์จัดการกองทุน กรุงศรี จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),25/08/2564,14/09/2564,-,487.4,-
MF0302/2564,กองทุนเปิดอีสท์สปริง ชอร์ทเทอม อินคัม พลัส,ES-SPlus,บริษัทหลักทรัพย์จัดการกองทุน ทหารไทย จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารหนี้,,,,มุ่งหวังให้ผลประกอบการสูงกว่าดัชนีชี้วัด (active management),"Short Term General Bond
",,กองทุนที่ลงทุนแบบมีความเสี่ยงทั้งในและต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),27/08/2564,14/09/2564,-,3216.83,-
MF0303/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 6ML3 ห้ามขายผู้ลงทุนรายย่อย,SCBASF6ML3,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร กสิกรไทย จำกัด (มหาชน),242591,14/09/2564,-,1358.37,-
MF0304/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 1YA9 ห้ามขายผู้ลงทุนรายย่อย,SCBASF1YA9,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,1  ปี  ,ธนาคาร กสิกรไทย จำกัด (มหาชน),242591,14/09/2564,-,531.68,-
MF0305/2564,กองทุนเปิดเค ตราสารหนี้ต่างประเทศ6MBG ห้ามขายผู้ลงทุนรายย่อย,KFF6MBG-BR,บริษัทหลักทรัพย์จัดการกองทุน กสิกรไทย จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร ทหารไทยธนชาต จำกัด (มหาชน),242683,15/09/2564,-,1879.15,-
MF0306/2564,กองทุนเปิดกรุงไทยตราสารหนี้ เอฟไอเอฟ เอ็นแฮนซท์106 ห้ามขายผู้ลงทุนรายย่อย,KTFFE106,บริษัทหลักทรัพย์จัดการกองทุน กรุงไทย จำกัด (มหาชน),กองทุนรวมที่เสนอขายผู้ลงทุนที่มิใช่รายย่อยและผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร ฮ่องกงและเซี่ยงไฮ้แบงกิ้งคอร์ปอเรชั่น จำกัด,242591,15/09/2564,-,4801.46,-
MF0307/2564,กองทุนรวมบัวหลวงธนสารพลัส 11/21 ห้ามขายผู้ลงทุนรายย่อย,BP11/21 (AI),บริษัทหลักทรัพย์จัดการกองทุนรวม  บัวหลวง จำกัด,กองทุนรวมที่เสนอขายผู้ลงทุนที่มิใช่รายย่อยและผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,6  เดือน ,ธนาคาร สแตนดาร์ดชาร์เตอร์ด (ไทย) จำกัด (มหาชน),242683,16/09/2564,-,12125.09,-
MF0308/2564,กองทุนเปิดพรินซิเพิล ยูเอส อิควิตี้,PRINCIPAL USEQ,บริษัทหลักทรัพย์จัดการกองทุน พรินซิเพิล จำกัด,กองทุนเพื่อผู้ลงทุนทั่วไป,ตราสารทุน,กองทุนรวมฟีดเดอร์,,,อื่น ๆ,US Equity,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,ทุกวันทำการ,ไม่กำหนดอายุโครงการ,ธนาคาร กสิกรไทย จำกัด (มหาชน),242835,17/09/2564,-,541.54,-
MF0309/2564,กองทุนเปิดไทยพาณิชย์ เอ็นแฮนซท์รีเทิร์น 1YA ห้ามขายผู้ลงทุนรายย่อย,SCBER1YA,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ผสม (กำหนดสัดส่วนการลงทุนอื่นๆ; กำหนดสัดส่วนการลงทุนในตราสารหนี้),,กองทุน buy & hold; กองทุนรวมที่มีความเสี่ยงสูงหรือมีความซับซ้อน,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,เมื่อสิ้นสุดอายุโครงการ,1  ปี  ,ธนาคาร กสิกรไทย จำกัด (มหาชน),16/08/2564,20/09/2564,-,397.8,-
MF0310/2564,กองทุนเปิดไทยพาณิชย์ตราสารหนี้ต่างประเทศ เอเอส 6ML4 ห้ามขายผู้ลงทุนรายย่อย,SCBASF6ML4,บริษัทหลักทรัพย์จัดการกองทุน ไทยพาณิชย์ จำกัด,กองทุนรวมที่เสนอขายเฉพาะผู้มีเงินลงทุนสูง,ตราสารหนี้,,กองทุน buy & hold,,มีกลยุทธ์การลงทุนครั้งเดียว (buy-and-hold),Miscellaneous,,กองทุนรวมที่เน้นลงทุนแบบมีความเสี่ยงต่างประเทศ,อื่นๆ,6  เดือน ,ธนาคาร กสิกรไทย จำกัด (มหาชน),242805,21/09/2564,-,1766.63,-
